[2026-06-03 21:56:53.725556] 🚀 Smart Auto Monitor Started...
[2026-06-03 21:56:54.242067] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/command/build.py -> runner/python/build.py
[2026-06-03 21:56:54.242435] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/command/build_clib.py -> runner/python/build_clib.py
[2026-06-03 21:56:54.242935] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/command/build_ext.py -> runner/python/build_ext.py
[2026-06-03 21:56:54.243364] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/command/build_py.py -> runner/python/build_py.py
[2026-06-03 21:56:54.243707] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/command/build_scripts.py -> runner/python/build_scripts.py
[2026-06-03 21:56:54.244169] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/command/check.py -> runner/python/check.py
[2026-06-03 21:56:54.244514] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/command/clean.py -> runner/python/clean.py
[2026-06-03 21:56:54.245011] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/command/config.py -> runner/python/config.py
[2026-06-03 21:56:54.245623] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/command/install.py -> runner/python/install.py
[2026-06-03 21:56:54.245997] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/command/install_data.py -> runner/python/install_data.py
[2026-06-03 21:56:54.246351] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/command/install_egg_info.py -> runner/python/install_egg_info.py
[2026-06-03 21:56:54.246707] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/command/install_headers.py -> runner/python/install_headers.py
[2026-06-03 21:56:54.247077] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/command/install_lib.py -> runner/python/install_lib.py
[2026-06-03 21:56:54.247395] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/command/install_scripts.py -> runner/python/install_scripts.py
[2026-06-03 21:56:54.247952] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/command/sdist.py -> runner/python/sdist.py
[2026-06-03 21:56:54.248761] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/compat/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:54.249202] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/compat/numpy.py -> runner/python/numpy.py
[2026-06-03 21:56:54.249609] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/compat/py39.py -> runner/python/py39.py
[2026-06-03 21:56:54.250655] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/base.py -> runner/python/base.py
[2026-06-03 21:56:54.251260] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/cygwin.py -> runner/python/cygwin.py
[2026-06-03 21:56:54.251828] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/errors.py -> runner/python/errors.py
[2026-06-03 21:56:54.252585] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/msvc.py -> runner/python/msvc.py
[2026-06-03 21:56:54.253304] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/unix.py -> runner/python/unix.py
[2026-06-03 21:56:54.253867] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/zos.py -> runner/python/zos.py
[2026-06-03 21:56:54.254550] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/tests/test_base.py -> runner/python/test_base.py
[2026-06-03 21:56:54.254975] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/tests/test_cygwin.py -> runner/python/test_cygwin.py
[2026-06-03 21:56:54.255379] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/tests/test_mingw.py -> runner/python/test_mingw.py
[2026-06-03 21:56:54.255814] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/tests/test_msvc.py -> runner/python/test_msvc.py
[2026-06-03 21:56:54.256388] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/tests/test_unix.py -> runner/python/test_unix.py
[2026-06-03 21:56:54.257180] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:54.257601] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/support.py -> runner/python/support.py
[2026-06-03 21:56:54.258091] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_archive_util.py -> runner/python/test_archive_util.py
[2026-06-03 21:56:54.258457] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_bdist.py -> runner/python/test_bdist.py
[2026-06-03 21:56:54.258816] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_bdist_dumb.py -> runner/python/test_bdist_dumb.py
[2026-06-03 21:56:54.259170] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_bdist_rpm.py -> runner/python/test_bdist_rpm.py
[2026-06-03 21:56:54.259490] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_build.py -> runner/python/test_build.py
[2026-06-03 21:56:54.259814] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_build_clib.py -> runner/python/test_build_clib.py
[2026-06-03 21:56:54.260359] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_build_ext.py -> runner/python/test_build_ext.py
[2026-06-03 21:56:54.260755] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_build_py.py -> runner/python/test_build_py.py
[2026-06-03 21:56:54.261100] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_build_scripts.py -> runner/python/test_build_scripts.py
[2026-06-03 21:56:54.261462] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_check.py -> runner/python/test_check.py
[2026-06-03 21:56:54.261784] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_clean.py -> runner/python/test_clean.py
[2026-06-03 21:56:54.262103] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_cmd.py -> runner/python/test_cmd.py
[2026-06-03 21:56:54.262416] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_config_cmd.py -> runner/python/test_config_cmd.py
[2026-06-03 21:56:54.262752] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_core.py -> runner/python/test_core.py
[2026-06-03 21:56:54.263072] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_dir_util.py -> runner/python/test_dir_util.py
[2026-06-03 21:56:54.263503] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_dist.py -> runner/python/test_dist.py
[2026-06-03 21:56:54.263845] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_extension.py -> runner/python/test_extension.py
[2026-06-03 21:56:54.264220] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_file_util.py -> runner/python/test_file_util.py
[2026-06-03 21:56:54.264733] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_filelist.py -> runner/python/test_filelist.py
[2026-06-03 21:56:54.265219] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_install.py -> runner/python/test_install.py
[2026-06-03 21:56:54.265668] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_install_data.py -> runner/python/test_install_data.py
[2026-06-03 21:56:54.266091] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_install_headers.py -> runner/python/test_install_headers.py
[2026-06-03 21:56:54.266513] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_install_lib.py -> runner/python/test_install_lib.py
[2026-06-03 21:56:54.266888] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_install_scripts.py -> runner/python/test_install_scripts.py
[2026-06-03 21:56:54.267262] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_log.py -> runner/python/test_log.py
[2026-06-03 21:56:54.267667] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_modified.py -> runner/python/test_modified.py
[2026-06-03 21:56:54.268224] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_sdist.py -> runner/python/test_sdist.py
[2026-06-03 21:56:54.268719] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_spawn.py -> runner/python/test_spawn.py
[2026-06-03 21:56:54.269252] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_sysconfig.py -> runner/python/test_sysconfig.py
[2026-06-03 21:56:54.269664] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_text_file.py -> runner/python/test_text_file.py
[2026-06-03 21:56:54.270113] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_util.py -> runner/python/test_util.py
[2026-06-03 21:56:54.270629] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_version.py -> runner/python/test_version.py
[2026-06-03 21:56:54.271047] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_versionpredicate.py -> runner/python/test_versionpredicate.py
[2026-06-03 21:56:54.271439] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/unix_compat.py -> runner/python/unix_compat.py
[2026-06-03 21:56:54.272299] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/compat/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:54.272784] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_distutils/tests/compat/py39.py -> runner/python/py39.py
[2026-06-03 21:56:54.274310] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/typing_extensions.py -> runner/python/typing_extensions.py
[2026-06-03 21:56:54.275620] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/autocommand/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:54.276243] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/autocommand/autoasync.py -> runner/python/autoasync.py
[2026-06-03 21:56:54.276740] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/autocommand/autocommand.py -> runner/python/autocommand.py
[2026-06-03 21:56:54.277142] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/autocommand/automain.py -> runner/python/automain.py
[2026-06-03 21:56:54.277597] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/autocommand/autoparse.py -> runner/python/autoparse.py
[2026-06-03 21:56:54.278052] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/autocommand/errors.py -> runner/python/errors.py
[2026-06-03 21:56:54.278715] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/backports/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:54.279928] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/backports/tarfile/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:54.280547] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/backports/tarfile/__main__.py -> runner/python/__main__.py
[2026-06-03 21:56:54.281356] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/backports/tarfile/compat/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:54.281870] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/backports/tarfile/compat/py38.py -> runner/python/py38.py
[2026-06-03 21:56:54.282899] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:54.283348] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/_adapters.py -> runner/python/_adapters.py
[2026-06-03 21:56:54.283844] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/_collections.py -> runner/python/_collections.py
[2026-06-03 21:56:54.284454] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/_compat.py -> runner/python/_compat.py
[2026-06-03 21:56:54.284972] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/_functools.py -> runner/python/_functools.py
[2026-06-03 21:56:54.285473] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/_itertools.py -> runner/python/_itertools.py
[2026-06-03 21:56:54.285910] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/_meta.py -> runner/python/_meta.py
[2026-06-03 21:56:54.286302] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/_text.py -> runner/python/_text.py
[2026-06-03 21:56:54.286764] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/diagnose.py -> runner/python/diagnose.py
[2026-06-03 21:56:54.287456] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/compat/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:54.287909] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/compat/py311.py -> runner/python/py311.py
[2026-06-03 21:56:54.288429] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/importlib_metadata/compat/py39.py -> runner/python/py39.py
[2026-06-03 21:56:54.289792] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/inflect/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:54.290544] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/inflect/compat/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:54.291050] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/inflect/compat/py38.py -> runner/python/py38.py
[2026-06-03 21:56:54.291975] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/jaraco/context.py -> runner/python/context.py
[2026-06-03 21:56:54.292825] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/jaraco/collections/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:54.293544] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/jaraco/functools/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:54.294262] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/jaraco/text/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:54.294657] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/jaraco/text/layouts.py -> runner/python/layouts.py
[2026-06-03 21:56:54.295033] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/jaraco/text/show-newlines.py -> runner/python/show-newlines.py
[2026-06-03 21:56:54.295367] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/jaraco/text/strip-prefix.py -> runner/python/strip-prefix.py
[2026-06-03 21:56:54.295689] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/jaraco/text/to-dvorak.py -> runner/python/to-dvorak.py
[2026-06-03 21:56:54.296000] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/jaraco/text/to-qwerty.py -> runner/python/to-qwerty.py
[2026-06-03 21:56:54.296741] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/more_itertools/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:54.298110] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/more_itertools/more.py -> runner/python/more.py
[2026-06-03 21:56:54.298903] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/more_itertools/recipes.py -> runner/python/recipes.py
[2026-06-03 21:56:54.299757] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/packaging/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:54.300368] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/packaging/_elffile.py -> runner/python/_elffile.py
[2026-06-03 21:56:54.300953] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/packaging/_manylinux.py -> runner/python/_manylinux.py
[2026-06-03 21:56:54.301477] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/packaging/_musllinux.py -> runner/python/_musllinux.py
[2026-06-03 21:56:54.302066] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/packaging/_parser.py -> runner/python/_parser.py
[2026-06-03 21:56:54.302535] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/packaging/_structures.py -> runner/python/_structures.py
[2026-06-03 21:56:54.303086] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/packaging/_tokenizer.py -> runner/python/_tokenizer.py
[2026-06-03 21:56:54.303700] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/packaging/markers.py -> runner/python/markers.py
[2026-06-03 21:56:54.304600] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/setuptools/_vendor/packaging/metadata.py -> runner/python/metadata.py
